Id,Rating
1,3.415771840035699
2,1.9093168126922553
3,3.558693186892196
4,4.131363321452329
5,4.0084061278699155
6,1.3100029173704706
7,3.5290199681767254
8,4.162993028826737
9,3.48868312516841
10,4.595196127445643
11,2.673480148429822
12,3.560360943829488
13,4.165354800622713
14,3.464118735049854
15,4.387802800226861
16,3.7422306284340214
17,3.075009212128807
18,3.255291741515696
19,4.80897402789036
20,2.429411856981475
21,3.569841575804145
22,1.648294469928556
23,2.4351236246769377
24,4.349890714615351
25,3.341426342564962
26,3.4181406720985232
27,3.0206016024501987
28,3.089397752679814
29,3.97351176543411
30,2.805117989166058
31,3.361833026998903
32,3.58488393353616
33,3.4777062493535364
34,2.3555326045433285
35,4.65214392548047
36,2.863031856366549
37,2.786424178130038
38,2.5769228143887273
39,3.53455703728479
40,4.520576417099143
41,3.218490255985981
42,1.4944261564524328
43,4.145788490733896
44,3.079150558637437
45,3.8016090907672044
46,3.362708988371914
47,3.2534076161719194
48,2.9280326067492775
49,2.671524789506116
50,3.12317109271242
51,2.747838710437058
52,2.7761958538202602
53,4.144296846663253
54,4.476689108197605
55,3.741842650899281
56,3.628315257425755
57,3.5987811308382924
58,2.8906241104280554
59,4.3429057729370815
60,3.7128331445946423
61,4.317648822429782
62,2.851541701623918
63,1.892074862382836
64,2.9698349192408147
65,4.416397003282214
66,2.2641003996457694
67,4.441480798530515
68,1
69,3.759586543277191
70,2.9590129763478723
71,2.2906577365436105
72,3.6449169082902237
73,3.459661091399431
74,3.394207049602836
75,1.5100597416430954
76,4.549815566411156
77,3.6573171870477705
78,3.0006852048330686
79,4.857931254737465
80,4.645128743629027
81,4.347451832728044
82,2.9625088347689124
83,3.7002300381873776
84,3.657786181535776
85,4.000986074589397
86,4.226292571609973
87,3.688301699549159
88,3.176427548273675
89,5
90,3.887428077161058
91,2.620922828843833
92,3.982347480139293
93,4.342019839310663
94,4.054812048099501
95,3.7704573582646406
96,2.2204187110531146
97,3.359809539335358
98,3.2775958927416995
99,3.919749870495164
100,3.611679476832524
101,4.4268823507442
102,3.119634449499499
103,4.533992615886548
104,4.54849568505579
105,4.647515610872219
106,3.9950095007396147
107,4.0413846212077065
108,2.747292969126988
109,3.629041350329677
110,4.586642445861941
111,1.4197434488698542
112,4.261025705809581
113,4.841103516773479
114,3.438125726071688
115,4.257442092201788
116,3.0287509205108822
117,4.30301152671921
118,4.082571350039118
119,4.10081263468235
120,4.096163371924131
121,3.6747302000047655
122,2.8000205616966305
123,3.6112534059305066
124,3.8240682349949386
125,5
126,3.62332254023176
127,3.0275391161807534
128,2.668764261205526
129,4.045918555468454
130,3.7872069541776803
131,3.147832438999795
132,4.044690884291557
133,3.514601055739538
134,2.2660686953355738
135,3.750811280639334
136,4.113318268938022
137,3.6659874902508185
138,4.142241824739764
139,4.053315389916536
140,3.899605016716676
141,3.138586956038385
142,4.155711663120462
143,4.086868808597553
144,4.271202198907702
145,3.730876889304047
146,3.8405140674048854
147,4.29266732611629
148,4.009645687721134
149,4.287397134574887
150,3.6006354050650793
151,4.080556083493906
152,5
153,4.467505632505256
154,2.372667953826164
155,4.346870375003314
156,3.8787581527371384
157,3.4604356395393183
158,3.3502210634961442
159,2.05323055496583
160,1.9245652673844893
161,4.4389910389021265
162,4.515652976463636
163,3.262644654492535
164,3.275201987366721
165,4.274592481446466
166,2.72068579906548
167,2.895420526323813
168,3.8336371510745666
169,4.362811660627664
170,2.913542379145878
171,2.4159776547546645
172,3.695934487577871
173,3.869763016746356
174,4.309527332668478
175,3.1904489577541266
176,2.770484273923504
177,3.616227800464455
178,3.0543090775784494
179,2.6595523595934543
180,3.4913074412458998
181,3.6280522858848068
182,3.9395459201877636
183,2.8848999720910347
184,3.8145172496131887
185,4.6948838929828005
186,3.3455320810289453
187,3.8904437031384
188,4.121665670354941
189,3.2849728569992767
190,4.080693514380817
191,3.289836197732252
192,3.645247561193268
193,3.7488175001986765
194,2.6550417014805663
195,3.0993074899282376
196,2.9993103569287745
197,4.19712706956826
198,3.002319625292884
199,2.2164917027936157
200,2.2179966065016856
201,1.9258901680823066
202,3.3833241790125275
203,4.382594513457231
204,3.5843847748413915
205,4.181491633697563
206,3.466173463261149
207,3.4711582185820156
208,3.813742182778739
209,1.956843555350058
210,3.10998056167253
211,4.366411440991349
212,3.497288146596795
213,4.358844936663778
214,3.652838074216345
215,3.8902914627320957
216,4.216477031987395
217,4.39949956036821
218,3.5037684372899216
219,4.116283121345385
220,4.862226958849453
221,3.5093426858179044
222,3.711385881319092
223,3.629444272831039
224,3.8790613299628873
225,1.9439982326545393
226,1.8093050891277476
227,4.369174974837318
228,2.559615506575808
229,4.716099659167854
230,2.891642759770352
231,3.3910958911383613
232,3.6567917876859246
233,3.128704342635235
234,4.252730251604436
235,4.446184318180133
236,3.548207953462257
237,3.847567121703273
238,4.099935052804529
239,3.29943304038153
240,3.3980250572540744
241,3.4714760292820372
242,3.701910328799266
243,2.1533174882777266
244,4.650205374210122
245,3.9867290479178075
246,2.799799627761294
247,3.436943436162502
248,2.769950676431958
249,3.9583857205199062
250,3.495184194722682
251,4.412600975712
252,3.963746064919545
253,2.9373055741088065
254,2.4397354928608146
255,4.501844362937034
256,4.90246206940129
257,5
258,3.793031925168509
259,4.077289641578366
260,4.731764395123086
261,2.7199585410621863
262,3.895626262918901
263,3.6180547419583653
264,3.6661745659398686
265,4.234931055183091
266,2.054582324025795
267,3.9726824952066586
268,4.301822310862954
269,3.369877649459969
270,2.828055847536062
271,2.7434047645249224
272,4.28739045260085
273,3.607019238131623
274,5
275,2.513244585465043
276,3.4121865902592887
277,4.041517806991256
278,4.498694685987556
279,4.19617753814786
280,4.003655643826617
281,3.6488809102325237
282,2.5994897696962287
